country,city,cityLabel,population,mayor,mayorLabel,genderLabel,birth,age,start_date,duration,birth_country,birth_countryLabel,birth_city,birth_cityLabel,city_lon,city_lat,birth_city_lon,birth_city_lat,distance
Germany,http://www.wikidata.org/entity/Q3200,Salzgitter,104948.0,http://www.wikidata.org/entity/Q1443571,Frank Klingebiel,male,1964-06-09,56.0,2006-01-01,14,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q896700,Salzgitter-Bad,10.359305555,52.150277777,10.366666666,52.05,11169.229441047773
Germany,http://www.wikidata.org/entity/Q2971,Paderborn,150580.0,http://www.wikidata.org/entity/Q1384493,Michael Dreier,male,1962-02-08,58.0,2014-01-01,6,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q2971,Paderborn,8.766666666,51.716666666,8.766666666,51.716666666,0.0
Germany,http://www.wikidata.org/entity/Q622,Ludwigsburg,93499.0,http://www.wikidata.org/entity/Q1656848,Werner Spec,male,1958-02-01,62.0,2003-01-01,17,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q82858,Sigmaringen,9.191944444,48.8975,9.216388888,48.086666666,90182.671890177
Germany,http://www.wikidata.org/entity/Q1731,Dresden,555805.0,http://www.wikidata.org/entity/Q1227894,Dirk Hilbert,male,1971-10-23,49.0,2015-03-02,5,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1731,Dresden,13.738361111,51.049258333,13.738361111,51.049258333,0.0
Germany,http://www.wikidata.org/entity/Q2765,Gelsenkirchen,260654.0,http://www.wikidata.org/entity/Q1442904,Frank Baranowski,male,1962-06-17,58.0,2004-01-01,16,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q2765,Gelsenkirchen,7.1,51.516666666,7.1,51.516666666,0.0
Germany,http://www.wikidata.org/entity/Q2936,Oldenburg,168210.0,http://www.wikidata.org/entity/Q1283314,Jürgen Krogmann,male,1963-11-14,57.0,2014-01-01,6,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q693942,Steinfeld,8.213888888,53.143888888,8.216666666,52.6,60526.34108146213
Germany,http://www.wikidata.org/entity/Q1040,Karlsruhe,313092.0,http://www.wikidata.org/entity/Q1443774,Frank Mentrup,male,1964-10-24,56.0,2013-03-01,7,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q2119,Mannheim,8.4,49.016666666,8.466111111,49.487777777,52615.035716369224
Germany,http://www.wikidata.org/entity/Q488373,Altenkirchen,6263.0,http://www.wikidata.org/entity/Q1594487,Heijo Höfer,male,1953-09-06,67.0,1992-01-01,28,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7047,Bad Kreuznach,7.645555555,50.687222222,7.866944444,49.846944444,94790.95590731113
Germany,http://www.wikidata.org/entity/Q3874,Gießen,88546.0,http://www.wikidata.org/entity/Q1223297,Dietlind Grabe,female,1957-06-19,63.0,2009-12-13,11,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q2865,Kassel,8.666666666,50.583333333,9.497916666,51.315777777,100256.76462575262
Germany,http://www.wikidata.org/entity/Q3920,Lüneburg,75351.0,http://www.wikidata.org/entity/Q1558915,Ulrich Mädge,male,1950-06-11,70.0,1991-01-01,29,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q570028,Vienenburg,10.414444444,53.2525,10.561111111,51.953055555,144941.51173013911
